,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
[run number],r,step-size,rw-type,[step],mean [distance-to-zero] of turtles,step-size * sqrt ticks,mean [xcor] of turtles,mean [ycor] of turtles,100 * count patches with [pcolor = yellow] / count patches,time-all-covered,time-border-reached,map [ t -> [ current-angle ] of t ] sort turtles,map [ t -> [ angle ] of t ] sort turtles
105,3.3,1,deterministic,10000,0.8178748463438729,100,-0.011609806541792196,0.0011577434909540107,0.6718624025799517,0,0,[0.8236032832060687 0.47942701982423414 0.4794270198242338 0.823603283206069 0.8236032832060687 0.8236032832060687 0.4794270198242346 0.4794270198242338 0.8236032832060689 0.4794270198242338 0.47942701982423414 0.8236032832060689 0.4794270198242338 0.4794270198242346 0.47942701982423414 0.823603283206069 0.4794270198242338 0.4794270198242338 0.823603283206069 0.4794270198242338 0.8236032832060687 0.4794270198242338 0.8236032832060687 0.4794270198242338 0.823603283206069 0.823603283206069 0.8236032832060687 0.8236032832060689 0.4794270198242338 0.47942701982423414 0.8236032832060689 0.4794270198242346 0.4794270198242346 0.8236032832060689 0.47942701982423414 0.47942701982423414 0.4794270198242338 0.823603283206069 0.823603283206069 0.8236032832060687 0.4794270198242346 0.823603283206069 0.4794270198242346 0.4794270198242346 0.8236032832060689 0.823603283206069 0.47942701982423414 0.4794270198242346 0.47942701982423414 0.4794270198242338],[0.4794270198242338 0.8236032832060689 0.823603283206069 0.47942701982423414 0.4794270198242338 0.4794270198242338 0.8236032832060687 0.823603283206069 0.4794270198242346 0.823603283206069 0.8236032832060689 0.4794270198242346 0.823603283206069 0.8236032832060687 0.8236032832060689 0.47942701982423414 0.823603283206069 0.823603283206069 0.47942701982423414 0.823603283206069 0.4794270198242338 0.823603283206069 0.4794270198242338 0.823603283206069 0.47942701982423414 0.47942701982423414 0.4794270198242338 0.4794270198242346 0.823603283206069 0.8236032832060689 0.4794270198242346 0.8236032832060687 0.8236032832060687 0.4794270198242346 0.8236032832060689 0.8236032832060689 0.823603283206069 0.47942701982423414 0.47942701982423414 0.4794270198242338 0.8236032832060687 0.47942701982423414 0.8236032832060687 0.8236032832060687 0.4794270198242346 0.47942701982423414 0.8236032832060689 0.8236032832060687 0.8236032832060689 0.823603283206069]
106,3.3,1.2,deterministic,10000,1.0017787174663513,120,0.1419257086339673,-0.005191302378668146,1.0212308519215265,0,0,[0.4794270198242346 0.8236032832060689 0.47942701982423414 0.8236032832060689 0.47942701982423414 0.47942701982423414 0.8236032832060687 0.8236032832060689 0.47942701982423414 0.4794270198242346 0.8236032832060687 0.823603283206069 0.47942701982423414 0.4794270198242338 0.8236032832060689 0.8236032832060689 0.823603283206069 0.8236032832060689 0.8236032832060687 0.4794270198242338 0.47942701982423414 0.47942701982423414 0.4794270198242346 0.823603283206069 0.4794270198242346 0.4794270198242346 0.823603283206069 0.4794270198242338 0.47942701982423414 0.8236032832060687 0.4794270198242346 0.4794270198242338 0.8236032832060689 0.823603283206069 0.8236032832060687 0.8236032832060689 0.823603283206069 0.4794270198242346 0.8236032832060687 0.8236032832060687 0.8236032832060689 0.4794270198242346 0.8236032832060689 0.4794270198242346 0.823603283206069 0.4794270198242338 0.823603283206069 0.8236032832060687 0.4794270198242346 0.4794270198242338],[0.8236032832060687 0.4794270198242346 0.8236032832060689 0.4794270198242346 0.8236032832060689 0.8236032832060689 0.4794270198242338 0.4794270198242346 0.8236032832060689 0.8236032832060687 0.4794270198242338 0.47942701982423414 0.8236032832060689 0.823603283206069 0.4794270198242346 0.4794270198242346 0.47942701982423414 0.4794270198242346 0.4794270198242338 0.823603283206069 0.8236032832060689 0.8236032832060689 0.8236032832060687 0.47942701982423414 0.8236032832060687 0.8236032832060687 0.47942701982423414 0.823603283206069 0.8236032832060689 0.4794270198242338 0.8236032832060687 0.823603283206069 0.4794270198242346 0.47942701982423414 0.4794270198242338 0.4794270198242346 0.47942701982423414 0.8236032832060687 0.4794270198242338 0.4794270198242338 0.4794270198242346 0.8236032832060687 0.4794270198242346 0.8236032832060687 0.47942701982423414 0.823603283206069 0.47942701982423414 0.4794270198242338 0.8236032832060687 0.823603283206069]
107,3.3,1.4,deterministic,10000,1.1755732229179365,140,0.009895910698249927,0.2101758880637623,1.0212308519215265,0,0,[0.8236032832060687 0.8236032832060687 0.823603283206069 0.8236032832060687 0.4794270198242346 0.4794270198242338 0.8236032832060687 0.8236032832060689 0.8236032832060689 0.823603283206069 0.8236032832060689 0.4794270198242346 0.8236032832060687 0.47942701982423414 0.4794270198242338 0.4794270198242346 0.4794270198242338 0.823603283206069 0.4794270198242346 0.8236032832060687 0.8236032832060687 0.47942701982423414 0.4794270198242346 0.8236032832060689 0.4794270198242338 0.8236032832060687 0.4794270198242338 0.4794270198242338 0.8236032832060689 0.4794270198242338 0.8236032832060689 0.823603283206069 0.4794270198242346 0.4794270198242338 0.4794270198242346 0.4794270198242346 0.4794270198242338 0.4794270198242338 0.47942701982423414 0.47942701982423414 0.8236032832060689 0.4794270198242346 0.4794270198242338 0.4794270198242338 0.823603283206069 0.8236032832060687 0.8236032832060689 0.823603283206069 0.8236032832060689 0.8236032832060687],[0.4794270198242338 0.4794270198242338 0.47942701982423414 0.4794270198242338 0.8236032832060687 0.823603283206069 0.4794270198242338 0.4794270198242346 0.4794270198242346 0.47942701982423414 0.4794270198242346 0.8236032832060687 0.4794270198242338 0.8236032832060689 0.823603283206069 0.8236032832060687 0.823603283206069 0.47942701982423414 0.8236032832060687 0.4794270198242338 0.4794270198242338 0.8236032832060689 0.8236032832060687 0.4794270198242346 0.823603283206069 0.4794270198242338 0.823603283206069 0.823603283206069 0.4794270198242346 0.823603283206069 0.4794270198242346 0.47942701982423414 0.8236032832060687 0.823603283206069 0.8236032832060687 0.8236032832060687 0.823603283206069 0.823603283206069 0.8236032832060689 0.8236032832060689 0.4794270198242346 0.8236032832060687 0.823603283206069 0.823603283206069 0.47942701982423414 0.4794270198242338 0.4794270198242346 0.47942701982423414 0.4794270198242346 0.4794270198242338]
108,3.3,1.6,deterministic,10000,1.27822413675297,160,0.021952281059699125,-0.09491426155148747,1.4780972856758936,0,0,[0.4794270198242338 0.823603283206069 0.823603283206069 0.8236032832060689 0.4794270198242346 0.4794270198242346 0.8236032832060687 0.4794270198242346 0.823603283206069 0.47942701982423414 0.4794270198242346 0.47942701982423414 0.47942701982423414 0.47942701982423414 0.8236032832060687 0.47942701982423414 0.823603283206069 0.823603283206069 0.47942701982423414 0.4794270198242346 0.47942701982423414 0.4794270198242346 0.8236032832060689 0.8236032832060687 0.8236032832060689 0.823603283206069 0.4794270198242338 0.823603283206069 0.4794270198242338 0.4794270198242338 0.823603283206069 0.47942701982423414 0.8236032832060687 0.8236032832060689 0.8236032832060687 0.4794270198242346 0.823603283206069 0.47942701982423414 0.4794270198242346 0.4794270198242338 0.4794270198242338 0.47942701982423414 0.8236032832060689 0.8236032832060687 0.823603283206069 0.4794270198242346 0.47942701982423414 0.8236032832060687 0.823603283206069 0.8236032832060689],[0.823603283206069 0.47942701982423414 0.47942701982423414 0.4794270198242346 0.8236032832060687 0.8236032832060687 0.4794270198242338 0.8236032832060687 0.47942701982423414 0.8236032832060689 0.8236032832060687 0.8236032832060689 0.8236032832060689 0.8236032832060689 0.4794270198242338 0.8236032832060689 0.47942701982423414 0.47942701982423414 0.8236032832060689 0.8236032832060687 0.8236032832060689 0.8236032832060687 0.4794270198242346 0.4794270198242338 0.4794270198242346 0.47942701982423414 0.823603283206069 0.47942701982423414 0.823603283206069 0.823603283206069 0.47942701982423414 0.8236032832060689 0.4794270198242338 0.4794270198242346 0.4794270198242338 0.8236032832060687 0.47942701982423414 0.8236032832060689 0.8236032832060687 0.823603283206069 0.823603283206069 0.8236032832060689 0.4794270198242346 0.4794270198242338 0.47942701982423414 0.8236032832060687 0.8236032832060689 0.4794270198242338 0.47942701982423414 0.4794270198242346]
111,3.6,0.2,deterministic,10000,4.191425555569831,20,-0.6678949370289896,0.81419525304166,5.455522708949207,0,0,[0.34230688657231456 0.5913222358338907 0.8641573903991513 0.8708686399086023 0.8831040497794228 0.8999476111331214 0.547123992966139 0.5386635127087699 0.451536490217601 0.7889735017920015 0.8926501814752832 0.8978494874680628 0.8679316354882185 0.8995969648230189 0.8774823909357289 0.4641555329911693 0.8955372649838633 0.4279513609631448 0.34232337106220984 0.8133008763249574 0.3428448706782799 0.5785789067854927 0.8265400158886264 0.8996011667748698 0.8139431254152243 0.8788361666127388 0.8407682872858752 0.791482410302899 0.5433736801464778 0.8831040497794228 0.854176189580795 0.8506535373650195 0.5460613954119472 0.5616349464014257 0.5465232996897426 0.5992861588763209 0.5859005334922115 0.8168926774760048 0.886861086709527 0.8793628524840168 0.34443826471034394 0.38808484837039425 0.5862858243466706 0.5940642584479213 0.5429661936755584 0.8434852403504514 0.40256348466431896 0.5737518714786757 0.8989443934434884 0.8434852403504514],[0.8935921159397284 0.792820462706203 0.4002188372252547 0.5899557917525753 0.43149219383372517 0.49618523093466455 0.8130832366399731 0.8168142144377145 0.8529492841213557 0.3243848128814987 0.5451842478842548 0.5244410431897816 0.5943815608636054 0.5105808419243506 0.5790878714262939 0.8479481390989941 0.4647913559534945 0.8621113391688833 0.8935862989293983 0.3448127263280456 0.8934022288961742 0.7988036763562821 0.35715199986682267 0.5105255406977802 0.3453885923204244 0.42332638910568665 0.3717297636561725 0.3263803728956274 0.8147425402229231 0.43149219383372517 0.38717785577486585 0.38292160433308353 0.8135542681135706 0.8065783630106186 0.8133496007790737 0.7890183775028075 0.7953808589054461 0.3480613039157685 0.43958726842591417 0.42428645447040547 0.8928392855190614 0.87709236697452 0.7951996384997266 0.7915169813769568 0.8149223036120892 0.37470616796068185 0.8717214142546363 0.8010390010360988 0.5171237858978505 0.37470616796068185]
109,3.3,1.8,deterministic,10000,1.4451650908279754,180,0.05322344130556947,0.05037754218508268,1.4780972856758936,0,0,[0.47942701982423414 0.823603283206069 0.823603283206069 0.4794270198242338 0.823603283206069 0.4794270198242346 0.47942701982423414 0.823603283206069 0.4794270198242346 0.823603283206069 0.47942701982423414 0.4794270198242346 0.8236032832060689 0.823603283206069 0.8236032832060689 0.8236032832060689 0.4794270198242338 0.8236032832060687 0.4794270198242338 0.4794270198242338 0.8236032832060689 0.4794270198242338 0.8236032832060687 0.823603283206069 0.4794270198242338 0.47942701982423414 0.823603283206069 0.8236032832060689 0.4794270198242346 0.8236032832060689 0.8236032832060689 0.4794270198242346 0.47942701982423414 0.47942701982423414 0.4794270198242338 0.8236032832060689 0.47942701982423414 0.47942701982423414 0.8236032832060689 0.47942701982423414 0.4794270198242338 0.823603283206069 0.4794270198242346 0.8236032832060687 0.8236032832060689 0.4794270198242338 0.823603283206069 0.8236032832060689 0.823603283206069 0.4794270198242338],[0.8236032832060689 0.47942701982423414 0.47942701982423414 0.823603283206069 0.47942701982423414 0.8236032832060687 0.8236032832060689 0.47942701982423414 0.8236032832060687 0.47942701982423414 0.8236032832060689 0.8236032832060687 0.4794270198242346 0.47942701982423414 0.4794270198242346 0.4794270198242346 0.823603283206069 0.4794270198242338 0.823603283206069 0.823603283206069 0.4794270198242346 0.823603283206069 0.4794270198242338 0.47942701982423414 0.823603283206069 0.8236032832060689 0.47942701982423414 0.4794270198242346 0.8236032832060687 0.4794270198242346 0.4794270198242346 0.8236032832060687 0.8236032832060689 0.8236032832060689 0.823603283206069 0.4794270198242346 0.8236032832060689 0.8236032832060689 0.4794270198242346 0.8236032832060689 0.823603283206069 0.47942701982423414 0.8236032832060687 0.4794270198242338 0.4794270198242346 0.823603283206069 0.47942701982423414 0.4794270198242346 0.47942701982423414 0.823603283206069]
112,3.6,0.4,deterministic,10000,8.096701766341797,40,0.7298910790539413,-0.1407777180254621,21.338349905939264,0,0,[0.8711521583489679 0.41258659743938664 0.36005463237578306 0.8129343986732859 0.8999476111331214 0.5289188694013639 0.36005463237578306 0.5038458223188264 0.814790022660832 0.8925400685448692 0.3923849865911395 0.8645353066980581 0.5616349464014257 0.8825203343832728 0.8375688436562682 0.8768132146455019 0.8641573903991513 0.8995969648230189 0.8980924892165902 0.8927884260649298 0.791482410302899 0.5940642584479213 0.5386635127087699 0.7969444512847231 0.38902503689463114 0.7885738288082831 0.3593291425492593 0.40256348466431896 0.42093295969805133 0.4125207918028627 0.5523963857206088 0.8831040497794228 0.552964250166684 0.8867406253622836 0.4178170251300234 0.893362205408423 0.8825203343832728 0.41071408225289935 0.8719387209888116 0.3448208650035224 0.5804401751057012 0.5940642584479213 0.32465540167928414 0.4408861978624436 0.819680992807108 0.8995969648230189 0.32406189642702443 0.8774823909357289 0.8168926774760048 0.5692693605689481],[0.589516977984676 0.8679573505481207 0.8872787424324504 0.3444850834890086 0.49618523093466455 0.8210577702422953 0.8872787424324504 0.831727037085703 0.34615124911209433 0.5455214584781811 0.8755052201918772 0.5992537339095303 0.8065783630106186 0.4303188499570142 0.3683110184060228 0.4197455689099796 0.4002188372252547 0.5105808419243506 0.47698122274092997 0.4552427102924682 0.3263803728956274 0.7915169813769568 0.8168142144377145 0.3308062019168578 0.8767459220104331 0.3240690072218049 0.8875388358498699 0.8717214142546363 0.8647933358240696 0.8679821886530263 0.8107355137766733 0.43149219383372517 0.8104815926881066 0.43931095962541605 0.8659777523862074 0.5429398629596511 0.4303188499570142 0.8686634711084761 0.5882881629966902 0.892703993343473 0.7979372719654158 0.7915169813769568 0.8997723652004683 0.8571156839245188 0.35063187980241933 0.5105808419243506 0.8999785076076573 0.5790878714262939 0.3480613039157685 0.8031000199013208]
110,3.3,2,deterministic,10000,1.3835000344954573,200,-0.028742620387954672,0.20069444555804478,1.7737167428110723,0,0,[0.8236032832060689 0.4794270198242338 0.4794270198242338 0.4794270198242338 0.4794270198242346 0.47942701982423414 0.8236032832060689 0.4794270198242346 0.4794270198242338 0.47942701982423414 0.4794270198242346 0.47942701982423414 0.823603283206069 0.47942701982423414 0.47942701982423414 0.8236032832060687 0.47942701982423414 0.4794270198242338 0.47942701982423414 0.47942701982423414 0.8236032832060687 0.8236032832060689 0.47942701982423414 0.8236032832060689 0.4794270198242346 0.4794270198242338 0.8236032832060689 0.47942701982423414 0.4794270198242338 0.823603283206069 0.823603283206069 0.8236032832060689 0.4794270198242338 0.4794270198242346 0.8236032832060687 0.47942701982423414 0.4794270198242346 0.823603283206069 0.4794270198242338 0.823603283206069 0.8236032832060689 0.823603283206069 0.4794270198242338 0.4794270198242346 0.4794270198242338 0.8236032832060689 0.823603283206069 0.4794270198242346 0.4794270198242338 0.823603283206069],[0.4794270198242346 0.823603283206069 0.823603283206069 0.823603283206069 0.8236032832060687 0.8236032832060689 0.4794270198242346 0.8236032832060687 0.823603283206069 0.8236032832060689 0.8236032832060687 0.8236032832060689 0.47942701982423414 0.8236032832060689 0.8236032832060689 0.4794270198242338 0.8236032832060689 0.823603283206069 0.8236032832060689 0.8236032832060689 0.4794270198242338 0.4794270198242346 0.8236032832060689 0.4794270198242346 0.8236032832060687 0.823603283206069 0.4794270198242346 0.8236032832060689 0.823603283206069 0.47942701982423414 0.47942701982423414 0.4794270198242346 0.823603283206069 0.8236032832060687 0.4794270198242338 0.8236032832060689 0.8236032832060687 0.47942701982423414 0.823603283206069 0.47942701982423414 0.4794270198242346 0.47942701982423414 0.823603283206069 0.8236032832060687 0.823603283206069 0.4794270198242346 0.47942701982423414 0.8236032832060687 0.823603283206069 0.47942701982423414]
113,3.6,0.6,deterministic,10000,14.03742803056984,60,-1.4364033846266613,1.0280437590615574,42.24670787422736,0,8351,[0.34230688657231456 0.4408861978624436 0.8708686399086023 0.4055997403080368 0.8980924892165902 0.7957441263150669 0.38902503689463114 0.811325045472273 0.8986762777186081 0.5903778019835313 0.5723809282892625 0.45737784180350993 0.4279513609631448 0.5785789067854927 0.5913222358338907 0.8679316354882185 0.3890622747456008 0.5460613954119472 0.8825203343832728 0.5723809282892625 0.3428448706782799 0.5844242785385045 0.3400092770495835 0.4018823844344282 0.457402678214377 0.8978494874680628 0.831727037085703 0.4207242927276265 0.3905098052895188 0.836893376280078 0.5862858243466706 0.8825203343832728 0.45737784180350993 0.412419123173186 0.3894464565783568 0.5276256327372443 0.4496475629781672 0.8708686399086023 0.8549632538072592 0.38494923903273637 0.8360523614492511 0.38092123461786637 0.5429661936755584 0.41322116805820414 0.3240166197495272 0.3330578006638417 0.43958726842591417 0.8598401224662229 0.8825203343832728 0.5844242785385045],[0.8935921159397284 0.8571156839245188 0.5899557917525753 0.8705852202530341 0.47698122274092997 0.329823724002194 0.8767459220104331 0.34305436669579653 0.5191755217326668 0.7932680789238504 0.8016708433001557 0.8506431227031624 0.8621113391688833 0.7988036763562821 0.792820462706203 0.5943815608636054 0.8767321938778259 0.8135542681135706 0.4303188499570142 0.8016708433001557 0.8934022288961742 0.7960741843325642 0.8944020519689748 0.8719758114767275 0.8506332849231607 0.5244410431897816 0.36228757528589484 0.8648727735923751 0.8761981580048536 0.3676005373878793 0.7951996384997266 0.4303188499570142 0.8506431227031624 0.8680205598222642 0.8765905319152809 0.8216167350118062 0.8536918138333588 0.5899557917525753 0.38815096211517364 0.8782454967666369 0.36672122100362864 0.8797216690412618 0.8149223036120892 0.8677177480161304 0.8999942292120089 0.8968424678131663 0.8576205047774051 0.39438029759007875 0.4303188499570142 0.7960741843325642]
114,3.6,0.8,deterministic,10000,17.668075123906842,80,1.8685540829502716,0.9798210287600523,75.19484009674818,0,3425,[0.42373300001385783 0.3828255086171725 0.412419123173186 0.41265472178507295 0.42149391101042344 0.34298129395232607 0.3828255086171725 0.38455022210185175 0.5523963857206088 0.41071408225289935 0.7957441263150669 0.5941380831621013 0.7984573882890531 0.41198560022980313 0.8598401224662229 0.4217880029424321 0.36559901990801325 0.8066559849881562 0.865313515799023 0.38292160433308353 0.8111546978465104 0.7969444512847231 0.5785789067854927 0.814790022660832 0.3905098052895188 0.7906156461468404 0.8598401224662229 0.38455022210185175 0.8825203343832728 0.40256348466431896 0.3944233410719778 0.8784669999869643 0.3935066338692498 0.5209801184698093 0.41071408225289935 0.8322141598953459 0.8998958583445482 0.3381328643622179 0.8927884260649298 0.8933540623237239 0.8197857677955601 0.8525069351699514 0.8066559849881562 0.3448208650035224 0.45737784180350993 0.8598401224662229 0.5749473471781135 0.8782909834696649 0.3241246857206106 0.5374815465056619],[0.8637257055598896 0.8790245123203436 0.8680205598222642 0.8679316354882185 0.8645797005493588 0.8933540623237239 0.8790245123203436 0.8783919844032069 0.8107355137766733 0.8686634711084761 0.329823724002194 0.7914818065781859 0.33205274330666007 0.8681841325909108 0.39438029759007875 0.8644676471915229 0.8852852406882705 0.33897548926065485 0.5981587209588196 0.8789892975866925 0.34290369005545823 0.3308062019168578 0.7988036763562821 0.34615124911209433 0.8761981580048536 0.32568837463614553 0.39438029759007875 0.8783919844032069 0.4303188499570142 0.8717214142546363 0.8747505314383683 0.42266056056247925 0.875090124774015 0.8244738825006613 0.8686634711084761 0.36277973899940785 0.5053784977108408 0.8950622790698048 0.4552427102924682 0.5429661936755584 0.3507293358764021 0.3851413128738324 0.33897548926065485 0.892703993343473 0.8506431227031624 0.39438029759007875 0.8004869440784993 0.42234510724019064 0.8999567040038311 0.8173319561832592]
115,3.6,1,deterministic,10000,22.163152390418105,100,-5.453276772632587,-1.123378683438391,94.22198333781242,0,3762,[0.8790337713477121 0.5388343007973729 0.5845491447598966 0.5374815465056619 0.8768132146455019 0.7885738288082831 0.8095324927342324 0.3593291425492593 0.5723809282892625 0.8062838048639142 0.8926501814752832 0.5134409280389163 0.41071408225289935 0.34232337106220984 0.5209801184698093 0.34443826471034394 0.8565954756681926 0.3905098052895188 0.5276256327372443 0.8339544682181129 0.33438388067548613 0.38902503689463114 0.5844242785385045 0.5523963857206088 0.7933744623434977 0.4575212885126575 0.8938345506156217 0.3381328643622179 0.5260422917638952 0.4178170251300234 0.4279513609631448 0.3923849865911395 0.4552842631213207 0.4159558616897397 0.8503420657156221 0.5388343007973729 0.4217880029424321 0.8407682872858752 0.8133008763249574 0.8325113372787765 0.4215062570878055 0.8998958583445482 0.7984573882890531 0.457402678214377 0.5465232996897426 0.8996011667748698 0.8926501814752832 0.810515160144615 0.8793628524840168 0.42373300001385783],[0.42368517572965714 0.8167393334179749 0.7960156035865261 0.8173319561832592 0.4197455689099796 0.3240690072218049 0.3414759856382009 0.8875388358498699 0.8016708433001557 0.33865479112570296 0.5451842478842548 0.8276850927173678 0.8686634711084761 0.8935862989293983 0.8244738825006613 0.8928392855190614 0.39019648314197336 0.8761981580048536 0.8216167350118062 0.36455266318408397 0.8963780880690226 0.8767459220104331 0.7960741843325642 0.8107355137766733 0.32790059586220544 0.8505862992059565 0.4586161283953035 0.8950622790698048 0.8222997691229328 0.8659777523862074 0.8621113391688833 0.8755052201918772 0.8514714058539705 0.8666833853424278 0.3825526899646082 0.8167393334179749 0.8644676471915229 0.3717297636561725 0.3448127263280456 0.3630808605201763 0.8645749972045816 0.5053784977108408 0.33205274330666007 0.8506332849231607 0.8133496007790737 0.5105255406977802 0.5451842478842548 0.34233928847100453 0.42428645447040547 0.8637257055598896]
117,3.6,1.4,deterministic,7323,21.361545712550264,119.80434048898229,4.839860519101956,-3.0743241467995093,100,7323,2126,[0.8758456617814897 0.47595924185098365 0.80174714946729 0.7885211159740321 0.8590086677815962 0.8548800831130582 0.8922042798340636 0.34570869768061435 0.8809564533475223 0.875234750408116 0.8922042798340636 0.3891470693908956 0.8681979102853503 0.5885760572532284 0.8696476191449303 0.8599968297420395 0.876423339138188 0.5974890103260001 0.3757318487021001 0.41879004171236867 0.3685050328798588 0.8617190485071927 0.8782003662723165 0.8444067356628081 0.8588953107618015 0.878595820155017 0.8774179821231629 0.8995200324688775 0.3494534338962541 0.8771791796270708 0.8681979102853503 0.4470470016985623 0.8657852143163653 0.5483452948660368 0.36572624423170763 0.5373769811851546 0.5483452948660368 0.8809564533475223 0.7942587584687131 0.5990111614106288 0.5990111614106288 0.8991151413322583 0.5682542736171968 0.38601538344934083 0.8633238127152374 0.8784173950886505 0.8039947343658159 0.5201713328817825 0.8032502956316994 0.44283269811785403],[0.41808822798870343 0.8432041658923124 0.3347957068314858 0.3240273979453619 0.39329254397288427 0.388047732285707 0.5465346948402073 0.8923898650574825 0.5727315204717508 0.4170588401470926 0.5465346948402073 0.8767009315569346 0.40601109741238134 0.7941201298160194 0.4081783418566948 0.39458656756218213 0.4190736602729716 0.7898807176495187 0.8816150442883436 0.8656083052361849 0.8842362435620902 0.39688066312814596 0.5778167964725188 0.3757318487021001 0.39314510197078983 0.4228922473904521 0.4207990988462515 0.5115466148372888 0.8910621455670249 0.42038142948872964 0.40601109741238134 0.854711540982183 0.5974890103260001 0.8125409773729071 0.8852393757163245 0.8173777187161333 0.8125409773729071 0.5727315204717508 0.3286157326589626 0.789150498390146 0.789150498390146 0.48432217890226265 0.8035648047153849 0.8778538137923254 0.3990652200610563 0.42257152958419986 0.33669620536304457 0.8248198933076509 0.3360642873560386 0.8563578499058004]
118,3.6,1.6,deterministic,6270,23.048565386888363,126.69333052690659,-3.0091771802515,-1.6867619426532194,100,6270,833,[0.8676433237831915 0.5791308708783603 0.8799625600349789 0.8959404750547798 0.5491943232360983 0.8640369296480114 0.3768650861465884 0.3988073102205835 0.8999400669639973 0.7981620938992262 0.890790875197464 0.8062452598650282 0.4201155157831409 0.8764173034678419 0.36400218921909056 0.8133235409247436 0.8637171084607665 0.36763462387134055 0.38251500409058864 0.8510824678960337 0.8666825266429855 0.8726131510272818 0.8821450841201245 0.8651867484429085 0.36400218921909056 0.898679738494867 0.42291760986881577 0.8659994423199434 0.5909203836166118 0.8800837013728408 0.527473741289208 0.35928028195993156 0.8349203900131399 0.8887781712318259 0.3590313632618453 0.8800837013728408 0.3400227332280812 0.814435631819415 0.515454961310939 0.8788879021354821 0.33043421945519263 0.5791308708783603 0.8930346988546066 0.5465814188303637 0.48951314467173984 0.4368904053330002 0.8999400669639973 0.8979827858496225 0.38251500409058864 0.8675632091313595],[0.4051951181859281 0.798547004079592 0.42539466811387233 0.4664195619725306 0.8121634528949634 0.5999486956615306 0.8812023791218647 0.873122220733895 0.5040802041071882 0.3318087182693023 0.5505775663998046 0.33862161430096804 0.8651044311095035 0.41906330228684513 0.8858604420933491 0.3448330119272425 0.6003921360621459 0.8845507393658864 0.8791382758269847 0.3834315507428669 0.4037978497626907 0.4127792567792656 0.42957487056795013 0.40166207417914696 0.8858604420933491 0.48084956118044786 0.8640369296480114 0.5971833285886592 0.7930110049049107 0.42562053257645016 0.8216823220330165 0.887556346455321 0.365546776011899 0.4441683364225447 0.8876455413913573 0.42562053257645016 0.8943973133402121 0.3458316502969482 0.826830332592489 0.4234201617327852 0.8977596219049918 0.798547004079592 0.45601357170989654 0.8133238390270947 0.8376745866660271 0.8586663548120546 0.5040802041071882 0.5236714440622818 0.8791382758269847 0.5949221769963872]
116,3.6,1.2,deterministic,10000,23.36679368880803,120,-2.6884590614276878,-0.38532599410768853,99.81187852727761,0,2828,[0.3935066338692498 0.8129343986732859 0.3358202028614234 0.5737518714786757 0.5386635127087699 0.34232337106220984 0.39364189779362346 0.5386635127087699 0.3293076267961046 0.8814471983142643 0.8483103578246909 0.3448208650035224 0.7984573882890531 0.8999476111331214 0.3828255086171725 0.5903778019835313 0.8933540623237239 0.5940642584479213 0.8506535373650195 0.3381328643622179 0.4159558616897397 0.3935066338692498 0.8996011667748698 0.3635169100886216 0.32649368966630654 0.5941380831621013 0.8168926774760048 0.8555780148236631 0.5771892718641336 0.5386635127087699 0.8645353066980581 0.8095324927342324 0.3894464565783568 0.4235714257888695 0.4178170251300234 0.4279513609631448 0.8831040497794228 0.4217880029424321 0.5940642584479213 0.8316374816353637 0.8745716981364691 0.8996011667748698 0.336556883054598 0.5066178426700195 0.8938345506156217 0.5260422917638952 0.8265400158886264 0.5289188694013639 0.33390015787953 0.8361809750797199],[0.875090124774015 0.3444850834890086 0.8958744880846343 0.8010390010360988 0.8168142144377145 0.8935862989293983 0.8750400357170687 0.8168142144377145 0.8981528088853629 0.571788272188537 0.38017415163001816 0.892703993343473 0.33205274330666007 0.49618523093466455 0.8790245123203436 0.7932680789238504 0.5429661936755584 0.7915169813769568 0.38292160433308353 0.8950622790698048 0.8666833853424278 0.875090124774015 0.5105255406977802 0.8860350768141911 0.899133196346816 0.7914818065781859 0.3480613039157685 0.38891696652161406 0.7994489049978433 0.8168142144377145 0.5992537339095303 0.3414759856382009 0.8765905319152809 0.8637873975472528 0.8659777523862074 0.8621113391688833 0.43149219383372517 0.8644676471915229 0.7915169813769568 0.36219728437138393 0.4159558616897397 0.5105255406977802 0.8956159462525219 0.8305643983863812 0.4586161283953035 0.8222997691229328 0.35715199986682267 0.8210577702422953 0.8965475458814176 0.3668553158316111]
