,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
[run number],r,step-size,rw-type,[step],mean [distance-to-zero] of turtles,step-size * sqrt ticks,mean [xcor] of turtles,mean [ycor] of turtles,100 * count patches with [pcolor = yellow] / count patches,time-all-covered,time-border-reached,map [ t -> [ current-angle ] of t ] sort turtles,map [ t -> [ angle ] of t ] sort turtles
38,1.2,1.6,deterministic,10000,2.319281598879901,160,-0.31478736108415567,0.5928561697976926,1.7253210469561808,0,0,[0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666],[0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666]
39,1.2,1.8,deterministic,10000,2.2155304544199352,180,0.08168842943326136,-0.05969015570531248,1.774335849426527,0,0,[0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666],[0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666]
41,1.5,0.2,deterministic,10000,0.3391687184122275,20,-0.12086939694052123,0.054303388656895005,25.75237721791981,0,327,[0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337],[0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333]
40,1.2,2,deterministic,10000,2.1138123847803136,200,0.07815937488815834,0.2502434989620599,1.5096559160866583,0,0,[0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674],[0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.1666666666666666 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.16666666666666674 0.1666666666666666 0.1666666666666666 0.16666666666666674 0.16666666666666674]
42,1.5,0.4,deterministic,10000,0.3505344580966685,40,-0.03196957422893421,-7.159090011135389E-4,0.06862072345848447,0,0,[0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333332],[0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333332]
43,1.5,0.6,deterministic,10000,0.7786590831350442,60,-0.19135335937189193,-0.0600442701531251,0.2254680913635918,0,0,[0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333333],[0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.33333333333333337]
44,1.5,0.8,deterministic,10000,1.1020243094481654,80,-0.07242709304152134,0.20001205586366982,0.41172434075090675,0,0,[0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333],[0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337]
45,1.5,1,deterministic,10000,2.914221459086778,100,-0.6305692273659926,-0.7397757984248075,92.89285364179982,0,49,[0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0 0.3333333333333333 0 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332],[0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0 0.33333333333333337 0 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332]
46,1.5,1.2,deterministic,10000,1.3548596545832376,120,0.15477188066423286,-0.2587885348841565,0.35290657778649154,0,0,[0.3333333333333333 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337],[0.33333333333333337 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333]
47,1.5,1.4,deterministic,10000,1.3739647667585715,140,0.22939238716293123,-0.09214777628937576,0.34310361729242234,0,0,[0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333332],[0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333332]
49,1.5,1.8,deterministic,10000,3.0058189634060666,180,0.23591757819743162,0.2579305682566093,1.3233996666993433,0,0,[0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337],[0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333]
48,1.5,1.6,deterministic,10000,1.8207199828434844,160,-0.5319798636482982,0.17512985870639672,0.6371924321144986,0,0,[0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332],[0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333332 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333332 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332]
51,1.8,0.2,deterministic,10000,0.18777540486110522,20,-0.021712592239450407,0.019984344004498094,0.029408881482207626,0,0,[0.4444444444444445 0.4444444444444444 0.4444444444444445 0.44444444444444436 0.4444444444444445 0.4444444444444444 0.44444444444444436 0.4444444444444445 0.4444444444444445 0.44444444444444436 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444445 0.4444444444444445 0.44444444444444436 0.4444444444444445 0.44444444444444436 0.4444444444444445 0.4444444444444445 0.4444444444444445 0.4444444444444445 0.4444444444444445 0.4444444444444445 0.4444444444444445 0.4444444444444444 0.4444444444444445 0.44444444444444436 0.4444444444444444 0.4444444444444445 0.44444444444444436 0.4444444444444445 0.44444444444444436 0.44444444444444436 0.44444444444444436 0.4444444444444445 0.4444444444444445 0.4444444444444444 0.4444444444444445 0.44444444444444436 0.4444444444444444 0.44444444444444436 0.44444444444444436 0.4444444444444444 0.44444444444444436 0.4444444444444445 0.4444444444444445 0.44444444444444436 0.44444444444444436 0.4444444444444445],[0.4444444444444445 0.4444444444444444 0.4444444444444445 0.44444444444444436 0.4444444444444445 0.4444444444444444 0.44444444444444436 0.4444444444444445 0.4444444444444445 0.44444444444444436 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444445 0.4444444444444445 0.44444444444444436 0.4444444444444445 0.44444444444444436 0.4444444444444445 0.4444444444444445 0.4444444444444445 0.4444444444444445 0.4444444444444445 0.4444444444444445 0.4444444444444445 0.4444444444444444 0.4444444444444445 0.44444444444444436 0.4444444444444444 0.4444444444444445 0.44444444444444436 0.4444444444444445 0.44444444444444436 0.44444444444444436 0.44444444444444436 0.4444444444444445 0.4444444444444445 0.4444444444444444 0.4444444444444445 0.44444444444444436 0.4444444444444444 0.44444444444444436 0.44444444444444436 0.4444444444444444 0.44444444444444436 0.4444444444444445 0.4444444444444445 0.44444444444444436 0.44444444444444436 0.4444444444444445]
50,1.5,2,deterministic,10000,2.485049437734282,200,0.18439830935899587,0.4172291535301188,0.8528575629840212,0,0,[0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333332 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333332 0.3333333333333333],[0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333332 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.3333333333333333 0.33333333333333337 0.33333333333333337 0.33333333333333337 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333332 0.33333333333333337]
