,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
[run number],r,step-size,rw-type,[step],mean [distance-to-zero] of turtles,step-size * sqrt ticks,mean [xcor] of turtles,mean [ycor] of turtles,100 * count patches with [pcolor = yellow] / count patches,time-all-covered,time-border-reached,map [ t -> [ current-angle ] of t ] sort turtles,map [ t -> [ angle ] of t ] sort turtles
12,0.6,0.4,deterministic,3445,37.89564704959453,23.477648945326706,-4.7615071978876085,4.757518506203911,100,3445,123,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 0 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 0 4.9E-324]
14,0.6,0.8,deterministic,2125,38.206374835433806,36.878177829171555,2.1741737142202435,-1.6645161850172316,100,2125,62,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324]
13,0.6,0.6,deterministic,2483,38.72676174352504,29.897826007922383,-2.386023270894765,1.1878297925019197,100,2483,82,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324]
15,0.6,1,deterministic,2371,37.33118355350781,48.692915295759406,1.7882484178381295,0.04631307795175694,100,2371,49,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324]
16,0.6,1.2,deterministic,1798,39.57741984356074,50.88339611307405,-0.7826628781636767,1.56319705924104,100,1798,41,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324]
17,0.6,1.4,deterministic,1839,41.43158196552374,60.03698859869639,-12.549648669961707,-2.5168470669018213,100,1839,35,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324]
11,0.6,0.2,deterministic,7342,40.96400022909941,17.13709426944953,3.233485488901346,-3.92402682921091,100,7342,248,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324]
18,0.6,1.6,deterministic,1856,36.006967245911945,68.93010953132165,4.439786236344133,-1.708427227181334,100,1856,30,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324]
20,0.6,2,deterministic,1549,36.14468373626996,78.71467461661771,-2.4658450577763857,-0.28755192751789577,100,1549,25,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324]
19,0.6,1.8,deterministic,2009,39.16144096652454,80.67936539165389,-1.5360340049535568,9.118293152461233,100,2009,27,[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324],[4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324 4.9E-324]
23,0.9,0.6,deterministic,2836,37.90612417498837,31.952464693666435,-1.5594170715106177,3.4271871838117947,100,2836,84,[1.232248659088006E-131 1.2318186793194305E-131 1.170975463378898E-131 7.750215338192009E-132 8.846312475409658E-132 1.1729853425669124E-131 9.438590429183314E-132 1.0837464659627876E-131 3.9766777714846376E-132 8.34123914734902E-132 1.1841372818581017E-131 1.2128952823435203E-131 9.027973525266707E-132 1.2149329883532712E-131 1.0916153597031608E-131 1.221246312233037E-131 3.695717303460535E-132 5.429865419761642E-132 7.345887125378255E-132 1.1968160327100356E-131 8.34123914734902E-132 1.106284861189209E-131 1.1689199139872853E-131 1.0991216810097334E-131 1.2313683913626326E-131 9.987691209993185E-132 3.093956369848358E-132 1.2159117538574348E-131 1.0954125939146065E-131 1.128903461559025E-131 1.2149329883532712E-131 1.128903461559025E-131 1.2326584834095852E-131 4.2454360105787253E-132 1.0482010293702966E-131 1.1402961830365197E-131 1.2257093703626568E-131 1.1968160327100356E-131 1.2288064443651726E-131 2.077626673656776E-132 1.145617933694985E-131 5.212223659188683E-132 1.1624691785461266E-131 1.2363479504995256E-131 8.34123914734902E-132 1.0482010293702966E-131 1.2334182392996495E-131 1.066835606312839E-131 6.398286533489088E-132 1.145617933694985E-131],[1.369165176764451E-131 1.3686874214660337E-131 1.3010838481987754E-131 8.6113503757689E-132 9.829236083788508E-132 1.3033170472965694E-131 1.0487322699092572E-131 1.204162739958653E-131 4.418530857205153E-132 9.268043497054465E-132 1.3157080909534462E-131 1.3476614248261336E-131 1.0031081694740785E-131 1.3499255426147457E-131 1.2129059552257342E-131 1.3569403469255967E-131 4.106352559400594E-132 6.033183799735157E-132 8.16209680597584E-132 1.3297955919000396E-131 9.268043497054465E-132 1.2292054013213432E-131 1.298799904430317E-131 1.221246312233037E-131 1.3681871015140363E-131 1.1097434677770205E-131 3.4377292998315084E-132 1.3510130598415942E-131 1.2171251043495628E-131 1.2543371795100275E-131 1.3499255426147457E-131 1.2543371795100275E-131 1.3696205371217612E-131 4.7171511228652505E-132 1.1646678104114406E-131 1.2669957589294663E-131 1.361899300402952E-131 1.3297955919000396E-131 1.3653404937390807E-131 2.3084740818408622E-132 1.27290881521665E-131 5.791359621320759E-132 1.2916324206068073E-131 1.3737199449994728E-131 9.268043497054465E-132 1.1646678104114406E-131 1.3704647103329439E-131 1.1853728959031545E-131 7.109207259432319E-132 1.27290881521665E-131]
24,0.9,0.8,deterministic,2239,38.396563683062375,37.854458125827136,7.262040961292481,-4.962725492093293,100,2239,68,[1.2524731399675624E-104 2.5445405191420955E-104 1.9097522795333066E-104 2.2580937856077454E-104 1.5539192294838794E-104 2.1333181921104527E-104 6.422972311297241E-105 2.558966695646542E-104 2.4085877952850527E-104 2.3939401805331345E-104 2.443155211924529E-104 2.3176698709211097E-104 1.8167574044431216E-104 2.495981775842101E-104 2.3556672230116476E-104 1.0820439670549799E-104 5.05075155459614E-105 2.324369833120141E-104 2.1219469772592295E-104 2.343573990371634E-104 2.2580937856077454E-104 2.2817477947234343E-104 2.2661648684799777E-104 1.8556059067256127E-104 2.5087888681027715E-104 2.3496892049170225E-104 1.9097522795333066E-104 1.8167574044431216E-104 2.06047392663152E-104 2.4132555388633943E-104 2.5472491069712833E-104 2.5673977848684764E-104 2.5619572134431997E-104 2.0734185110282383E-104 2.5221690326089346E-104 2.4038142751145734E-104 2.513481103463676E-104 2.1333181921104527E-104 1.2910871562648257E-104 2.501294224690808E-104 2.0860273467205395E-104 1.6848989037106392E-104 1.9750743644968247E-104 2.1333181921104527E-104 2.0983114265357033E-104 2.4845587076555816E-104 1.7754965369302425E-104 1.7538986058390264E-104 2.2580937856077454E-104 2.232697495633773E-104],[1.3916368221861804E-104 2.827267243491217E-104 2.1219469772592295E-104 2.508993095119717E-104 1.726576921648755E-104 2.3703535467893918E-104 7.136635901441379E-105 2.843296328496158E-104 2.6762086614278363E-104 2.6599335339257048E-104 2.7146169021383656E-104 2.5751887454678997E-104 2.018619338270135E-104 2.7733130842690012E-104 2.6174080255684972E-104 1.2022710745055332E-104 5.6119461717734885E-105 2.5826331479112677E-104 2.357718863621366E-104 2.6039711004129266E-104 2.508993095119717E-104 2.5352753274704825E-104 2.5179609649777528E-104 2.0617843408062363E-104 2.7875431867808574E-104 2.610765783241136E-104 2.1219469772592295E-104 2.018619338270135E-104 2.289415474035022E-104 2.681395043181549E-104 2.830276785523648E-104 2.8526642054094183E-104 2.8466191260479994E-104 2.3037983455869314E-104 2.8024100362321494E-104 2.6709047501273038E-104 2.7927567816263064E-104 2.3703535467893918E-104 1.4345412847386952E-104 2.7792158052120088E-104 2.3178081630228215E-104 1.8721098930118214E-104 2.1945270716631385E-104 2.3703535467893918E-104 2.3314571405952258E-104 2.7606207862839796E-104 1.9727739299224916E-104 1.9487762287100292E-104 2.508993095119717E-104 2.4807749951486367E-104]
